undergradStatus,entryStatus,gender,raceEthnicity,year,count
U,Second Bachelor,Male,Asian,1989,4
U,Second Bachelor,Male,Asian,1990,6
U,Second Bachelor,Male,Asian,1991,9
U,Second Bachelor,Male,Asian,1992,12
U,Second Bachelor,Male,Asian,1993,15
U,Second Bachelor,Male,Asian,1994,12
U,Second Bachelor,Male,Asian,1995,14
U,Second Bachelor,Male,Asian,1996,17
U,Second Bachelor,Male,Asian,1997,13
U,Second Bachelor,Male,Asian,1998,16
U,Second Bachelor,Male,Asian,1999,16
U,Second Bachelor,Male,Asian,2000,11
U,Second Bachelor,Male,Asian,2001,12
U,Second Bachelor,Male,Asian,2002,17
U,Second Bachelor,Male,Asian,2003,2
U,Second Bachelor,Male,Asian,2004,1
U,Second Bachelor,Male,Asian,2005,1
U,Second Bachelor,Male,Asian,2006,1
U,Second Bachelor,Male,Asian,2009,1
U,Second Bachelor,Male,Asian,2013,1
U,Second Bachelor,Male,Chicano/Latino,1983,3
U,Second Bachelor,Male,Chicano/Latino,1984,4
U,Second Bachelor,Male,Chicano/Latino,1985,2
U,Second Bachelor,Male,Chicano/Latino,1986,3
U,Second Bachelor,Male,Chicano/Latino,1987,2
U,Second Bachelor,Male,Chicano/Latino,1988,2
U,Second Bachelor,Male,Chicano/Latino,1990,3
U,Second Bachelor,Male,Chicano/Latino,1991,5
U,Second Bachelor,Male,Chicano/Latino,1992,4
U,Second Bachelor,Male,Chicano/Latino,1993,6
U,Second Bachelor,Male,Chicano/Latino,1994,6
U,Second Bachelor,Male,Chicano/Latino,1995,5
U,Second Bachelor,Male,Chicano/Latino,1996,6
U,Second Bachelor,Male,Chicano/Latino,1997,2
U,Second Bachelor,Male,Chicano/Latino,1998,1
U,Second Bachelor,Male,Chicano/Latino,1999,2
U,Second Bachelor,Male,Chicano/Latino,2000,1
U,Second Bachelor,Male,Chicano/Latino,2001,3
U,Second Bachelor,Male,Chicano/Latino,2002,3
U,Second Bachelor,Male,Chicano/Latino,2006,2
U,Second Bachelor,Male,Chicano/Latino,2007,2
U,Second Bachelor,Male,Decline to State,1983,8
U,Second Bachelor,Male,Decline to State,1984,10
U,Second Bachelor,Male,Decline to State,1985,19
U,Second Bachelor,Male,Decline to State,1986,15
U,Second Bachelor,Male,Decline to State,1987,16
U,Second Bachelor,Male,Decline to State,1988,17
U,Second Bachelor,Male,Decline to State,1989,13
U,Second Bachelor,Male,Decline to State,1990,11
U,Second Bachelor,Male,Decline to State,1991,14
U,Second Bachelor,Male,Decline to State,1992,11
U,Second Bachelor,Male,Decline to State,1993,5
U,Second Bachelor,Male,Decline to State,1994,4
U,Second Bachelor,Male,Decline to State,1995,3
U,Second Bachelor,Male,Decline to State,1997,1
U,Second Bachelor,Male,Decline to State,1998,4
U,Second Bachelor,Male,Decline to State,1999,5
U,Second Bachelor,Male,Decline to State,2000,3
U,Second Bachelor,Male,Decline to State,2001,2
U,Second Bachelor,Male,Decline to State,2002,3
U,Second Bachelor,Male,Decline to State,2003,2
U,Second Bachelor,Male,Decline to State,2004,1
U,Second Bachelor,Male,Decline to State,2005,2
U,Second Bachelor,Male,Decline to State,2006,1
U,Second Bachelor,Male,Decline to State,2008,1
U,Second Bachelor,Male,Decline to State,2009,2
U,Second Bachelor,Male,Decline to State,2010,2
U,Second Bachelor,Male,Decline to State,2011,2
U,Second Bachelor,Male,International,1983,2
U,Second Bachelor,Male,International,1985,1
U,Second Bachelor,Male,International,1986,11
U,Second Bachelor,Male,International,1987,2
U,Second Bachelor,Male,International,1990,3
U,Second Bachelor,Male,International,1991,3
U,Second Bachelor,Male,International,1992,5
U,Second Bachelor,Male,International,1993,8
U,Second Bachelor,Male,International,1994,7
U,Second Bachelor,Male,International,1995,6
U,Second Bachelor,Male,International,1996,3
U,Second Bachelor,Male,International,1997,3
U,Second Bachelor,Male,International,1998,3
U,Second Bachelor,Male,International,1999,1
U,Second Bachelor,Male,International,2000,5
U,Second Bachelor,Male,International,2001,4
U,Second Bachelor,Male,International,2002,1
U,Second Bachelor,Male,Native American,1986,1
U,Second Bachelor,Male,Native American,1994,1
U,Second Bachelor,Male,Native American,1995,2
U,Second Bachelor,Male,Native American,1996,2
U,Second Bachelor,Male,Other,1984,1
U,Second Bachelor,Male,Other,1985,3
U,Second Bachelor,Male,Other,1986,1
U,Second Bachelor,Male,Other,2001,1
U,Second Bachelor,Male,Other,2002,2
U,Second Bachelor,Male,White,1983,22
U,Second Bachelor,Male,White,1984,35
U,Second Bachelor,Male,White,1985,27
U,Second Bachelor,Male,White,1986,16
U,Second Bachelor,Male,White,1987,25
U,Second Bachelor,Male,White,1988,30
U,Second Bachelor,Male,White,1989,26
U,Second Bachelor,Male,White,1990,20
U,Second Bachelor,Male,White,1991,26
U,Second Bachelor,Male,White,1992,25
U,Second Bachelor,Male,White,1993,26
U,Second Bachelor,Male,White,1994,27
U,Second Bachelor,Male,White,1995,12
U,Second Bachelor,Male,White,1996,12
U,Second Bachelor,Male,White,1997,15
U,Second Bachelor,Male,White,1998,14
U,Second Bachelor,Male,White,1999,13
U,Second Bachelor,Male,White,2000,11
U,Second Bachelor,Male,White,2001,10
U,Second Bachelor,Male,White,2002,13
U,Second Bachelor,Male,White,2003,4
U,Second Bachelor,Male,White,2004,1
U,Second Bachelor,Male,White,2005,1
U,Second Bachelor,Male,White,2006,3
U,Second Bachelor,Male,White,2007,7
U,Second Bachelor,Male,White,2008,6
U,Second Bachelor,Male,White,2009,6
U,Second Bachelor,Male,White,2010,1
U,Second Bachelor,Male,White,2011,2
U,Second Bachelor,Male,White,2012,3
U,Second Bachelor,Male,White,2013,2
U,(unknown),Female,African American,1983,333
U,(unknown),Female,African American,1984,200
U,(unknown),Female,African American,1985,97
U,(unknown),Female,African American,1986,63
U,(unknown),Female,African American,1987,19
U,(unknown),Female,African American,1988,6
U,(unknown),Female,African American,1989,5
U,(unknown),Female,African American,1990,1
U,(unknown),Female,African American,1992,4
U,(unknown),Female,African American,1993,3
U,(unknown),Female,African American,1994,4
U,(unknown),Female,African American,1995,3
U,(unknown),Female,African American,1996,9
U,(unknown),Female,African American,1997,7
U,(unknown),Female,African American,1998,5
U,(unknown),Female,African American,1999,2
U,(unknown),Female,African American,2000,1
U,(unknown),Female,African American,2001,1
U,(unknown),Female,African American,2002,1
U,(unknown),Female,African American,2003,1
U,(unknown),Female,African American,2004,1
U,(unknown),Female,African American,2009,8
U,(unknown),Female,African American,2010,9
U,(unknown),Female,African American,2011,11
U,(unknown),Female,African American,2012,5
U,(unknown),Female,African American,2013,3
U,(unknown),Female,Asian,1983,1496
U,(unknown),Female,Asian,1984,947
U,(unknown),Female,Asian,1985,566
U,(unknown),Female,Asian,1986,260
U,(unknown),Female,Asian,1987,75
U,(unknown),Female,Asian,1988,34
U,(unknown),Female,Asian,1989,28
U,(unknown),Female,Asian,1990,16
U,(unknown),Female,Asian,1991,12
U,(unknown),Female,Asian,1992,9
U,(unknown),Female,Asian,1993,9
U,(unknown),Female,Asian,1994,11
U,(unknown),Female,Asian,1995,9
U,(unknown),Female,Asian,1996,6
U,(unknown),Female,Asian,1997,5
U,(unknown),Female,Asian,1998,4
U,(unknown),Female,Asian,1999,2
U,(unknown),Female,Asian,2000,6
U,(unknown),Female,Asian,2001,3
U,(unknown),Female,Asian,2002,4
U,(unknown),Female,Asian,2004,1
U,(unknown),Female,Asian,2005,1
U,(unknown),Female,Asian,2009,5
U,(unknown),Female,Asian,2010,6
U,(unknown),Female,Asian,2011,9
U,(unknown),Female,Asian,2012,8
U,(unknown),Female,Asian,2013,4
U,(unknown),Female,Chicano/Latino,1983,287
U,(unknown),Female,Chicano/Latino,1984,183
U,(unknown),Female,Chicano/Latino,1985,110
U,(unknown),Female,Chicano/Latino,1986,69
U,(unknown),Female,Chicano/Latino,1987,25
U,(unknown),Female,Chicano/Latino,1988,10
U,(unknown),Female,Chicano/Latino,1989,6
U,(unknown),Female,Chicano/Latino,1990,3
U,(unknown),Female,Chicano/Latino,1992,4
U,(unknown),Female,Chicano/Latino,1993,3
U,(unknown),Female,Chicano/Latino,1994,6
U,(unknown),Female,Chicano/Latino,1995,8
U,(unknown),Female,Chicano/Latino,1996,12
U,(unknown),Female,Chicano/Latino,1997,13
U,(unknown),Female,Chicano/Latino,1998,9
U,(unknown),Female,Chicano/Latino,1999,7
U,(unknown),Female,Chicano/Latino,2000,5
U,(unknown),Female,Chicano/Latino,2001,1
U,(unknown),Female,Chicano/Latino,2002,1
U,(unknown),Female,Chicano/Latino,2006,1
U,(unknown),Female,Chicano/Latino,2007,1
U,(unknown),Female,Chicano/Latino,2008,2
U,(unknown),Female,Chicano/Latino,2009,7
U,(unknown),Female,Chicano/Latino,2010,9
U,(unknown),Female,Chicano/Latino,2011,7
U,(unknown),Female,Chicano/Latino,2012,7
U,(unknown),Female,Chicano/Latino,2013,7
U,(unknown),Female,Decline to State,1983,46
U,(unknown),Female,Decline to State,1984,19
U,(unknown),Female,Decline to State,1985,10
U,(unknown),Female,Decline to State,1986,33
U,(unknown),Female,Decline to State,1987,25
U,(unknown),Female,Decline to State,1988,14
U,(unknown),Female,Decline to State,1989,10
U,(unknown),Female,Decline to State,1990,8
U,(unknown),Female,Decline to State,1991,11
U,(unknown),Female,Decline to State,1992,22
U,(unknown),Female,Decline to State,1993,26
U,(unknown),Female,Decline to State,1994,26
U,(unknown),Female,Decline to State,1995,20
U,(unknown),Female,Decline to State,1996,17
U,(unknown),Female,Decline to State,1997,15
U,(unknown),Female,Decline to State,1998,15
U,(unknown),Female,Decline to State,1999,21
U,(unknown),Female,Decline to State,2000,29
U,(unknown),Female,Decline to State,2001,13
U,(unknown),Female,Decline to State,2002,14
U,(unknown),Female,Decline to State,2003,10
U,(unknown),Female,Decline to State,2004,15
U,(unknown),Female,Decline to State,2005,29
U,(unknown),Female,Decline to State,2006,15
U,(unknown),Female,Decline to State,2007,6
U,(unknown),Female,Decline to State,2008,6
U,(unknown),Female,Decline to State,2009,8
U,(unknown),Female,Decline to State,2010,5
U,(unknown),Female,Decline to State,2011,9
U,(unknown),Female,Decline to State,2012,11
U,(unknown),Female,Decline to State,2013,7
U,(unknown),Female,International,1983,103
U,(unknown),Female,International,1984,46
U,(unknown),Female,International,1985,21
U,(unknown),Female,International,1986,14
U,(unknown),Female,International,1987,5
U,(unknown),Female,International,1988,2
U,(unknown),Female,International,1989,3
U,(unknown),Female,International,1990,1
U,(unknown),Female,International,1992,1
U,(unknown),Female,International,1993,2
U,(unknown),Female,International,1994,2
U,(unknown),Female,International,1998,2
U,(unknown),Female,International,1999,2
U,(unknown),Female,International,2000,2
U,(unknown),Female,International,2001,1
U,(unknown),Female,International,2002,1
U,(unknown),Female,International,2009,1
U,(unknown),Female,International,2013,1
U,(unknown),Female,Native American,1983,26
U,(unknown),Female,Native American,1984,12
U,(unknown),Female,Native American,1985,6
U,(unknown),Female,Native American,1986,3
U,(unknown),Female,Native American,1987,1
U,(unknown),Female,Native American,1993,1
U,(unknown),Female,Native American,1994,1
U,(unknown),Female,Native American,1996,2
U,(unknown),Female,Native American,1997,1
U,(unknown),Female,Native American,1998,1
U,(unknown),Female,Native American,1999,1
U,(unknown),Female,Native American,2002,1
U,(unknown),Female,Native American,2009,1
U,(unknown),Female,Native American,2011,1
U,(unknown),Female,Other,1983,179
U,(unknown),Female,Other,1984,99
U,(unknown),Female,Other,1985,42
U,(unknown),Female,Other,1986,27
U,(unknown),Female,Other,1987,8
U,(unknown),Female,Other,1992,5
U,(unknown),Female,Other,1993,4
U,(unknown),Female,Other,1994,4
U,(unknown),Female,Other,1995,2
U,(unknown),Female,Other,1996,1
U,(unknown),Female,Other,1997,1
U,(unknown),Female,Other,1999,1
U,(unknown),Female,Other,2000,1
U,(unknown),Female,Other,2001,1
U,(unknown),Female,Other,2002,1
U,(unknown),Female,Other,2009,2
U,(unknown),Female,Other,2010,4
U,(unknown),Female,Pacific Islander,1983,6
U,(unknown),Female,Pacific Islander,1984,3
U,(unknown),Female,Pacific Islander,1985,2
U,(unknown),Female,Pacific Islander,1986,1
U,(unknown),Female,Pacific Islander,1987,1
U,(unknown),Female,Pacific Islander,1991,1
U,(unknown),Female,Pacific Islander,2013,1
U,(unknown),Female,White,1983,3739
U,(unknown),Female,White,1984,1978
U,(unknown),Female,White,1985,906
U,(unknown),Female,White,1986,476
U,(unknown),Female,White,1987,181
U,(unknown),Female,White,1988,43
U,(unknown),Female,White,1989,15
U,(unknown),Female,White,1990,12
U,(unknown),Female,White,1991,24
U,(unknown),Female,White,1992,16
U,(unknown),Female,White,1993,14
U,(unknown),Female,White,1994,7
U,(unknown),Female,White,1995,11
U,(unknown),Female,White,1996,16
U,(unknown),Female,White,1997,15
U,(unknown),Female,White,1998,20
U,(unknown),Female,White,1999,9
U,(unknown),Female,White,2000,10
U,(unknown),Female,White,2001,9
U,(unknown),Female,White,2002,7
U,(unknown),Female,White,2003,2
U,(unknown),Female,White,2004,1
U,(unknown),Female,White,2006,2
U,(unknown),Female,White,2007,4
U,(unknown),Female,White,2008,3
U,(unknown),Female,White,2009,14
U,(unknown),Female,White,2010,15
U,(unknown),Female,White,2011,9
U,(unknown),Female,White,2012,6
U,(unknown),Female,White,2013,2
U,(unknown),Male,African American,1983,256
U,(unknown),Male,African American,1984,147
U,(unknown),Male,African American,1985,83
U,(unknown),Male,African American,1986,51
U,(unknown),Male,African American,1987,14
U,(unknown),Male,African American,1988,9
U,(unknown),Male,African American,1989,4
U,(unknown),Male,African American,1990,3
U,(unknown),Male,African American,1991,4
U,(unknown),Male,African American,1992,5
U,(unknown),Male,African American,1993,4
U,(unknown),Male,African American,1994,3
U,(unknown),Male,African American,1995,5
U,(unknown),Male,African American,1996,4
U,(unknown),Male,African American,1997,4
U,(unknown),Male,African American,1999,4
U,(unknown),Male,African American,2000,3
U,(unknown),Male,African American,2001,1
U,(unknown),Male,African American,2002,1
U,(unknown),Male,African American,2003,1
U,(unknown),Male,African American,2004,1
U,(unknown),Male,African American,2005,1
U,(unknown),Male,African American,2009,6
U,(unknown),Male,African American,2010,5
U,(unknown),Male,African American,2011,2
U,(unknown),Male,African American,2013,3
U,(unknown),Male,Asian,1983,1720
U,(unknown),Male,Asian,1984,1047
U,(unknown),Male,Asian,1985,555
U,(unknown),Male,Asian,1986,283
U,(unknown),Male,Asian,1987,92
U,(unknown),Male,Asian,1988,44
U,(unknown),Male,Asian,1989,32
U,(unknown),Male,Asian,1990,17
U,(unknown),Male,Asian,1991,13
U,(unknown),Male,Asian,1992,9
U,(unknown),Male,Asian,1993,9
U,(unknown),Male,Asian,1994,8
U,(unknown),Male,Asian,1995,11
U,(unknown),Male,Asian,1996,9
U,(unknown),Male,Asian,1997,5
U,(unknown),Male,Asian,1998,4
U,(unknown),Male,Asian,1999,2
U,(unknown),Male,Asian,2000,2
U,(unknown),Male,Asian,2001,3
U,(unknown),Male,Asian,2002,4
U,(unknown),Male,Asian,2008,1
U,(unknown),Male,Asian,2009,17
U,(unknown),Male,Asian,2010,18
U,(unknown),Male,Asian,2011,14
U,(unknown),Male,Asian,2012,5
U,(unknown),Male,Asian,2013,7
U,(unknown),Male,Chicano/Latino,1983,407
U,(unknown),Male,Chicano/Latino,1984,239
U,(unknown),Male,Chicano/Latino,1985,134
U,(unknown),Male,Chicano/Latino,1986,64
U,(unknown),Male,Chicano/Latino,1987,17
U,(unknown),Male,Chicano/Latino,1988,12
U,(unknown),Male,Chicano/Latino,1989,7
U,(unknown),Male,Chicano/Latino,1990,5
U,(unknown),Male,Chicano/Latino,1991,4
U,(unknown),Male,Chicano/Latino,1992,5
U,(unknown),Male,Chicano/Latino,1993,7
U,(unknown),Male,Chicano/Latino,1994,7
U,(unknown),Male,Chicano/Latino,1995,8
U,(unknown),Male,Chicano/Latino,1996,12
U,(unknown),Male,Chicano/Latino,1997,10
U,(unknown),Male,Chicano/Latino,1998,7
U,(unknown),Male,Chicano/Latino,1999,2
U,(unknown),Male,Chicano/Latino,2000,1
U,(unknown),Male,Chicano/Latino,2003,1
U,(unknown),Male,Chicano/Latino,2006,2
U,(unknown),Male,Chicano/Latino,2007,1
U,(unknown),Male,Chicano/Latino,2009,7
U,(unknown),Male,Chicano/Latino,2010,5
U,(unknown),Male,Chicano/Latino,2011,8
U,(unknown),Male,Chicano/Latino,2012,6
U,(unknown),Male,Chicano/Latino,2013,6
U,(unknown),Male,Decline to State,1983,68
U,(unknown),Male,Decline to State,1984,38
U,(unknown),Male,Decline to State,1985,16
U,(unknown),Male,Decline to State,1986,15
U,(unknown),Male,Decline to State,1987,14
U,(unknown),Male,Decline to State,1988,2
U,(unknown),Male,Decline to State,1989,2
U,(unknown),Male,Decline to State,1990,6
U,(unknown),Male,Decline to State,1991,9
U,(unknown),Male,Decline to State,1992,17
U,(unknown),Male,Decline to State,1993,17
U,(unknown),Male,Decline to State,1994,17
U,(unknown),Male,Decline to State,1995,15
U,(unknown),Male,Decline to State,1996,7
U,(unknown),Male,Decline to State,1997,6
U,(unknown),Male,Decline to State,1998,10
U,(unknown),Male,Decline to State,1999,4
U,(unknown),Male,Decline to State,2000,5
U,(unknown),Male,Decline to State,2001,9
U,(unknown),Male,Decline to State,2002,4
U,(unknown),Male,Decline to State,2003,18
U,(unknown),Male,Decline to State,2004,12
U,(unknown),Male,Decline to State,2005,25
U,(unknown),Male,Decline to State,2006,10
U,(unknown),Male,Decline to State,2007,6
U,(unknown),Male,Decline to State,2008,4
U,(unknown),Male,Decline to State,2009,12
U,(unknown),Male,Decline to State,2010,13
U,(unknown),Male,Decline to State,2011,18
U,(unknown),Male,Decline to State,2012,11
U,(unknown),Male,Decline to State,2013,9
U,(unknown),Male,International,1983,181
U,(unknown),Male,International,1984,91
U,(unknown),Male,International,1985,36
U,(unknown),Male,International,1986,27
U,(unknown),Male,International,1987,14
U,(unknown),Male,International,1988,5
U,(unknown),Male,International,1989,4
U,(unknown),Male,International,1990,3
U,(unknown),Male,International,1991,1
U,(unknown),Male,International,1992,2
U,(unknown),Male,International,1993,3
U,(unknown),Male,International,1994,2
U,(unknown),Male,International,1995,2
U,(unknown),Male,International,2010,3
U,(unknown),Male,International,2011,1
U,(unknown),Male,International,2012,1
U,(unknown),Male,Native American,1983,32
U,(unknown),Male,Native American,1984,13
U,(unknown),Male,Native American,1985,5
U,(unknown),Male,Native American,1986,3
U,(unknown),Male,Native American,1988,2
U,(unknown),Male,Native American,1992,1
U,(unknown),Male,Native American,1993,1
U,(unknown),Male,Native American,1995,1
U,(unknown),Male,Other,1983,256
U,(unknown),Male,Other,1984,138
U,(unknown),Male,Other,1985,62
U,(unknown),Male,Other,1986,25
U,(unknown),Male,Other,1987,7
U,(unknown),Male,Other,1988,3
U,(unknown),Male,Other,1989,3
U,(unknown),Male,Other,1990,2
U,(unknown),Male,Other,1991,1
U,(unknown),Male,Other,1992,1
U,(unknown),Male,Other,1993,1
U,(unknown),Male,Other,1994,1
U,(unknown),Male,Other,2001,1
U,(unknown),Male,Other,2002,1
U,(unknown),Male,Other,2003,1
U,(unknown),Male,Other,2009,1
U,(unknown),Male,Pacific Islander,1983,6
U,(unknown),Male,Pacific Islander,1984,5
U,(unknown),Male,Pacific Islander,1985,4
U,(unknown),Male,Pacific Islander,1986,3
U,(unknown),Male,Pacific Islander,2010,1
U,(unknown),Male,White,1983,4753
U,(unknown),Male,White,1984,2577
U,(unknown),Male,White,1985,1301
U,(unknown),Male,White,1986,621
U,(unknown),Male,White,1987,191
U,(unknown),Male,White,1988,60
U,(unknown),Male,White,1989,25
U,(unknown),Male,White,1990,13
U,(unknown),Male,White,1991,20
U,(unknown),Male,White,1992,24
U,(unknown),Male,White,1993,32
U,(unknown),Male,White,1994,26
U,(unknown),Male,White,1995,20
U,(unknown),Male,White,1996,11
U,(unknown),Male,White,1997,15
U,(unknown),Male,White,1998,12
U,(unknown),Male,White,1999,8
U,(unknown),Male,White,2000,10
U,(unknown),Male,White,2001,6
U,(unknown),Male,White,2002,6
U,(unknown),Male,White,2003,3
U,(unknown),Male,White,2004,4
U,(unknown),Male,White,2005,1
U,(unknown),Male,White,2006,3
U,(unknown),Male,White,2007,4
U,(unknown),Male,White,2008,2
U,(unknown),Male,White,2009,15
U,(unknown),Male,White,2010,24
U,(unknown),Male,White,2011,14
U,(unknown),Male,White,2012,8
U,(unknown),Male,White,2013,5
